1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
40,0,151,"[6, 4, 3, 3, 1, 1, 5, 2, 4, 4]",17,16,0.1790921275049764,1,0.005,-1
41,0,67,"[3, 3, 4, 3, 0, 2, 4, 4, 5, 1]",19,10,0.22874729588662668,1,0.005,-1
42,0,174,"[7, 4, 7, 9, 4, 7, 4, 5, 1, 5]",35,18,0.16001890269431837,1,0.005,-1
43,0,93,"[3, 3, 7, 6, 3, 1, 10, 7, 3, 4]",32,15,0.19366385500200406,1,0.005,-1
44,0,150,"[5, 4, 3, 5, 4, 5, 4, 3, 6, 4]",26,17,0.08486683062175399,1,0.005,-1
45,0,99,"[8, 6, 5, 3, 2, 3, 11, 4, 6, 3]",38,13,0.17512284694612412,1,0.005,-1
46,0,110,"[9, 8, 5, 8, 1, 4, 2, 3, 3, 8]",39,12,0.19880884076463384,1,0.005,-1
47,0,92,"[4, 7, 6, 7, 4, 4, 5, 9, 2, 2]",40,10,0.14534888239665597,1,0.005,-1
48,0,138,"[3, 5, 0, 3, 3, 1, 2, 1, 2, 2]",10,12,0.2462499572465375,1,0.005,-1
49,0,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.27715623647696064,1,0.005,-1
50,0,195,"[5, 4, 3, 6, 3, 5, 2, 4, 2, 7]",30,11,0.1343116813440738,1,0.005,-1
51,0,126,"[2, 2, 4, 2, 0, 3, 6, 2, 4, 2]",13,14,0.23904090611186252,1,0.005,-1
52,0,116,"[0, 8, 4, 2, 3, 6, 1, 2, 4, 3]",21,12,0.2618485904509233,1,0.005,-1
53,0,70,"[2, 8, 4, 6, 3, 8, 2, 8, 9, 7]",43,14,0.16611364803148512,1,0.005,-1
54,0,44,"[3, 1, 10, 0, 2, 2, 2, 3, 1, 4]",12,16,0.3091285995971927,1,0.005,-1
55,0,43,"[5, 8, 9, 6, 3, 2, 8, 3, 6, 6]",44,12,0.1468586528265613,1,0.005,-1
56,0,119,"[6, 3, 6, 7, 6, 3, 6, 3, 8, 4]",38,14,0.13375434686952145,1,0.005,-1
57,0,147,"[5, 9, 1, 5, 3, 3, 6, 6, 6, 10]",36,18,0.17374369975282491,1,0.005,-1
58,0,42,"[5, 5, 5, 3, 5, 3, 1, 6, 6, 5]",34,10,0.13804087167840084,1,0.005,-1
59,0,68,"[2, 5, 4, 6, 2, 1, 1, 5, 2, 4]",17,15,0.18592929575336967,1,0.005,-1
60,0,96,"[0, 5, 4, 5, 4, 4, 1, 3, 3, 6]",22,13,0.22883310642653037,1,0.005,-1
61,0,77,"[6, 7, 5, 8, 2, 4, 7, 4, 6, 4]",40,13,0.11879054922508135,1,0.005,-1
62,0,133,"[3, 1, 0, 4, 3, 2, 2, 1, 1, 3]",10,10,0.25817910579516207,1,0.005,-1
63,0,169,"[5, 7, 7, 5, 3, 4, 9, 6, 6, 11]",48,15,0.11906232732747331,1,0.005,-1
64,0,49,"[4, 4, 4, 4, 4, 9, 4, 11, 5, 4]",36,17,0.14038292673528008,1,0.005,-1
65,0,182,"[4, 5, 12, 8, 7, 9, 11, 3, 7, 5]",57,14,0.15146670252809152,1,0.005,-1
66,0,118,"[3, 6, 5, 8, 10, 2, 2, 4, 2, 3]",34,11,0.19343413899897977,1,0.005,-1
67,0,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.1476080212120129,1,0.005,-1
68,0,65,"[3, 9, 3, 5, 6, 7, 8, 6, 5, 7]",46,13,0.11112076510308502,1,0.005,-1
69,0,87,"[3, 2, 4, 1, 7, 4, 6, 2, 4, 5]",28,10,0.1868981882514772,1,0.005,-1
70,0,161,"[5, 7, 3, 4, 4, 6, 8, 3, 5, 7]",34,18,0.11519274851708514,1,0.005,-1
71,0,181,"[8, 5, 7, 8, 8, 7, 5, 4, 9, 3]",51,13,0.12356419601440317,1,0.005,-1
72,0,117,"[7, 4, 5, 7, 3, 3, 5, 6, 5, 6]",35,16,0.09750690729729748,1,0.005,-1
73,0,83,"[3, 9, 8, 4, 3, 3, 6, 9, 2, 7]",42,12,0.158411110822159,1,0.005,-1
74,0,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14215530008147095,1,0.005,-1
75,0,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.18593009965279497,1,0.005,-1
76,0,76,"[1, 4, 3, 1, 3, 2, 5, 2, 4, 3]",12,16,0.16693725294671732,1,0.005,-1
77,0,75,"[8, 9, 2, 4, 5, 7, 3, 9, 8, 6]",51,10,0.14439672931231573,1,0.005,-1
78,0,74,"[3, 9, 0, 2, 2, 3, 6, 5, 4, 5]",25,14,0.24077018883238088,1,0.005,-1
79,0,123,"[6, 7, 6, 3, 2, 5, 5, 4, 5, 3]",36,10,0.11603689246241553,1,0.005,-1
80,0,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.20119766467596506,1,0.005,-1
81,0,59,"[5, 5, 7, 3, 2, 2, 4, 6, 2, 1]",20,17,0.18060891040954027,1,0.005,-1
82,0,35,"[5, 4, 5, 7, 6, 4, 4, 10, 6, 3]",38,16,0.11732408723125441,1,0.005,-1
83,0,94,"[10, 4, 3, 6, 3, 6, 8, 5, 5, 12]",45,17,0.15991913104957908,1,0.005,-1
84,0,164,"[5, 9, 4, 7, 9, 8, 6, 9, 8, 5]",55,15,0.0907290952043268,1,0.005,-1
85,0,89,"[4, 4, 6, 9, 6, 4, 6, 5, 7, 4]",43,12,0.10389837287388118,1,0.005,-1
86,0,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.2927925852604733,1,0.005,-1
87,0,153,"[5, 3, 5, 6, 5, 4, 6, 4, 2, 5]",33,12,0.10825871602541472,1,0.005,-1
88,0,66,"[1, 5, 6, 6, 6, 10, 6, 6, 5, 8]",44,15,0.152038809623187,1,0.005,-1
89,0,180,"[2, 1, 1, 3, 5, 3, 4, 1, 3, 4]",14,13,0.2010870824822697,1,0.005,-1
90,0,109,"[2, 2, 3, 7, 3, 4, 1, 4, 4, 3]",17,16,0.16502208821896688,1,0.005,-1
91,0,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.30837153672407,1,0.005,-1
92,0,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.21796117566168316,1,0.005,-1
93,0,170,"[3, 8, 6, 5, 4, 4, 7, 4, 6, 5]",41,11,0.09287309496897882,1,0.005,-1
94,0,51,"[6, 6, 1, 7, 5, 4, 3, 8, 4, 4]",37,11,0.15260300418948533,1,0.005,-1
95,0,137,"[4, 6, 3, 6, 2, 2, 5, 6, 2, 2]",25,13,0.1506316233381257,1,0.005,-1
96,0,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.2636400886029803,1,0.005,-1
97,0,124,"[3, 1, 3, 4, 0, 3, 1, 2, 4, 4]",10,15,0.24756993304284405,1,0.005,-1
98,0,57,"[2, 12, 6, 5, 9, 7, 3, 6, 12, 6]",52,16,0.1665182911698326,1,0.005,-1
99,0,166,"[6, 6, 11, 4, 9, 3, 2, 7, 4, 7]",44,15,0.15832689403628347,1,0.005,-1
100,0,167,"[3, 6, 1, 3, 2, 5, 2, 4, 4, 2]",17,15,0.15766587388461178,1,0.005,-1
101,0,141,"[4, 2, 5, 6, 7, 5, 5, 3, 6, 7]",36,14,0.1335454123312898,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,1,98,"[4, 11, 9, 7, 5, 7, 3, 4, 8, 7]",54,11,0.12486814065194873,1,0.005,-1
3,1,54,"[5, 6, 9, 3, 2, 14, 4, 6, 7, 3]",46,13,0.1902901683910935,1,0.005,-1
4,1,41,"[0, 2, 3, 5, 7, 3, 2, 3, 2, 1]",18,10,0.26407067137312185,1,0.005,-1
5,1,93,"[3, 3, 7, 6, 3, 1, 10, 7, 3, 4]",32,15,0.19366385500200406,1,0.005,-1
6,1,148,"[1, 1, 5, 4, 1, 3, 3, 3, 4, 4]",13,16,0.18884546447726372,1,0.005,-1
7,1,181,"[8, 5, 7, 8, 8, 7, 5, 4, 9, 3]",51,13,0.12356419601440317,1,0.005,-1
8,1,33,"[5, 12, 5, 8, 2, 3, 5, 10, 9, 4]",48,15,0.16269259732443858,1,0.005,-1
9,1,30,"[1, 3, 1, 6, 5, 2, 0, 2, 2, 2]",12,12,0.2727744365722356,1,0.005,-1
10,1,73,"[7, 6, 4, 4, 7, 5, 6, 9, 5, 2]",42,13,0.1252347891793111,1,0.005,-1
11,1,171,"[6, 6, 6, 6, 7, 0, 7, 8, 2, 4]",42,10,0.21636738634289898,1,0.005,-1
12,1,127,"[5, 13, 7, 5, 7, 4, 4, 7, 8, 5]",52,13,0.1157021511173017,1,0.005,-1
13,1,197,"[5, 9, 8, 5, 7, 3, 6, 4, 1, 2]",36,14,0.1831918364517077,1,0.005,-1
14,1,183,"[2, 5, 2, 2, 2, 2, 7, 3, 2, 1]",12,16,0.18795225887939024,1,0.005,-1
15,1,94,"[10, 4, 3, 6, 3, 6, 8, 5, 5, 12]",45,17,0.15991913104957908,1,0.005,-1
16,1,59,"[5, 5, 7, 3, 2, 2, 4, 6, 2, 1]",20,17,0.18060891040954027,1,0.005,-1
17,1,42,"[5, 5, 5, 3, 5, 3, 1, 6, 6, 5]",34,10,0.13804087167840084,1,0.005,-1
18,1,58,"[2, 3, 5, 3, 5, 4, 2, 7, 5, 7]",30,13,0.144794602449229,1,0.005,-1
19,1,156,"[6, 5, 3, 1, 3, 2, 5, 6, 0, 2]",19,14,0.25249695046814497,1,0.005,-1
20,1,160,"[1, 2, 4, 8, 4, 2, 1, 2, 4, 5]",23,10,0.21728356845230526,1,0.005,-1
21,1,69,"[5, 3, 7, 4, 4, 5, 6, 5, 2, 12]",40,13,0.16323526397736096,1,0.005,-1
22,1,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.13004689551619228,1,0.005,-1
23,1,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.16539509934796745,1,0.005,-1
24,1,186,"[7, 1, 5, 5, 5, 5, 3, 5, 5, 8]",38,11,0.1608804177793984,1,0.005,-1
25,1,123,"[6, 7, 6, 3, 2, 5, 5, 4, 5, 3]",36,10,0.11603689246241553,1,0.005,-1
26,1,140,"[5, 4, 5, 6, 4, 7, 2, 9, 6, 3]",37,14,0.13416487048870754,1,0.005,-1
27,1,0,"[863, 1010, 893, 903, 840, 860, 864, 957, 852, 902]",46,16,0.0,1,0.005,-1
28,1,77,"[6, 7, 5, 8, 2, 4, 7, 4, 6, 4]",40,13,0.11879054922508135,1,0.005,-1
29,1,79,"[5, 2, 2, 3, 3, 3, 5, 4, 5, 2]",18,16,0.13545704189658003,1,0.005,-1
30,1,138,"[3, 5, 0, 3, 3, 1, 2, 1, 2, 2]",10,12,0.2462499572465375,1,0.005,-1
31,1,25,"[3, 7, 3, 5, 7, 3, 6, 6, 3, 5]",36,12,0.11259994312365697,1,0.005,-1
32,1,126,"[2, 2, 4, 2, 0, 3, 6, 2, 4, 2]",13,14,0.23904090611186252,1,0.005,-1
33,1,196,"[9, 7, 3, 2, 5, 5, 2, 2, 9, 5]",35,14,0.19355024431532192,1,0.005,-1
34,1,114,"[4, 5, 7, 5, 5, 3, 4, 4, 4, 8]",32,17,0.09777121526860558,1,0.005,-1
35,1,87,"[3, 2, 4, 1, 7, 4, 6, 2, 4, 5]",28,10,0.1868981882514772,1,0.005,-1
36,1,61,"[7, 3, 8, 6, 5, 5, 7, 6, 7, 6]",45,15,0.0968715725673892,1,0.005,-1
37,1,130,"[5, 3, 5, 3, 1, 1, 2, 4, 9, 8]",29,12,0.22634470125671835,1,0.005,-1
38,1,191,"[2, 3, 6, 1, 7, 5, 5, 7, 3, 6]",31,14,0.17829273595834305,1,0.005,-1
39,1,35,"[5, 4, 5, 7, 6, 4, 4, 10, 6, 3]",38,16,0.11732408723125441,1,0.005,-1
40,1,174,"[7, 4, 7, 9, 4, 7, 4, 5, 1, 5]",35,18,0.16001890269431837,1,0.005,-1
41,1,76,"[1, 4, 3, 1, 3, 2, 5, 2, 4, 3]",12,16,0.16693725294671732,1,0.005,-1
42,1,190,"[5, 4, 10, 8, 3, 4, 5, 6, 2, 6]",37,16,0.14472979248552842,1,0.005,-1
43,1,177,"[0, 7, 6, 7, 6, 6, 5, 9, 4, 1]",37,14,0.23810791627978606,1,0.005,-1
44,1,180,"[2, 1, 1, 3, 5, 3, 4, 1, 3, 4]",14,13,0.2010870824822697,1,0.005,-1
45,1,151,"[6, 4, 3, 3, 1, 1, 5, 2, 4, 4]",17,16,0.1790921275049764,1,0.005,-1
46,1,56,"[7, 12, 4, 1, 6, 3, 7, 11, 8, 9]",52,16,0.18388209798950336,1,0.005,-1
47,1,145,"[2, 2, 4, 6, 8, 6, 1, 3, 3, 8]",33,10,0.21065149482340226,1,0.005,-1
48,1,193,"[4, 3, 2, 3, 2, 7, 4, 4, 2, 4]",19,16,0.13846882498371876,1,0.005,-1
49,1,135,"[4, 11, 7, 5, 7, 4, 15, 6, 4, 6]",54,15,0.15182766044401216,1,0.005,-1
50,1,120,"[10, 9, 5, 5, 3, 3, 3, 9, 3, 5]",41,14,0.15379432884756347,1,0.005,-1
51,1,99,"[8, 6, 5, 3, 2, 3, 11, 4, 6, 3]",38,13,0.17512284694612412,1,0.005,-1
52,1,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.20119766467596506,1,0.005,-1
53,1,48,"[10, 8, 3, 3, 7, 10, 6, 5, 7, 2]",47,14,0.1705027262674186,1,0.005,-1
54,1,96,"[0, 5, 4, 5, 4, 4, 1, 3, 3, 6]",22,13,0.22883310642653037,1,0.005,-1
55,1,131,"[5, 5, 1, 2, 3, 3, 6, 6, 6, 10]",32,15,0.19008132300722935,1,0.005,-1
56,1,32,"[6, 5, 7, 5, 2, 6, 5, 4, 3, 6]",32,17,0.11080237049941022,1,0.005,-1
57,1,101,"[3, 4, 4, 2, 1, 3, 2, 0, 5, 3]",10,17,0.23832975160824044,1,0.005,-1
58,1,163,"[1, 7, 3, 4, 4, 2, 8, 3, 5, 7]",33,11,0.18171932037827115,1,0.005,-1
59,1,40,"[6, 4, 3, 8, 6, 7, 4, 4, 7, 6]",40,15,0.11346045175284511,1,0.005,-1
60,1,161,"[5, 7, 3, 4, 4, 6, 8, 3, 5, 7]",34,18,0.11519274851708514,1,0.005,-1
61,1,167,"[3, 6, 1, 3, 2, 5, 2, 4, 4, 2]",17,15,0.15766587388461178,1,0.005,-1
62,1,125,"[5, 7, 4, 5, 4, 6, 2, 7, 5, 8]",40,13,0.1094446787526568,1,0.005,-1
63,1,80,"[4, 4, 4, 7, 3, 4, 13, 7, 2, 6]",43,11,0.1761532912804421,1,0.005,-1
64,1,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.2172391195668298,1,0.005,-1
65,1,62,"[5, 6, 8, 2, 5, 7, 6, 4, 8, 6]",45,12,0.12364230262982896,1,0.005,-1
66,1,168,"[4, 0, 2, 3, 4, 2, 2, 4, 2, 2]",11,14,0.2297003016500706,1,0.005,-1
67,1,132,"[6, 7, 5, 2, 2, 6, 2, 7, 4, 0]",28,13,0.244210360620124,1,0.005,-1
68,1,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.15593829565338077,1,0.005,-1
69,1,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18962342192026432,1,0.005,-1
70,1,83,"[3, 9, 8, 4, 3, 3, 6, 9, 2, 7]",42,12,0.158411110822159,1,0.005,-1
71,1,104,"[3, 7, 2, 2, 7, 3, 9, 7, 0, 7]",30,17,0.25452326408554216,1,0.005,-1
72,1,134,"[3, 4, 4, 1, 3, 4, 3, 6, 6, 3]",22,15,0.1426297052841816,1,0.005,-1
73,1,141,"[4, 2, 5, 6, 7, 5, 5, 3, 6, 7]",36,14,0.1335454123312898,1,0.005,-1
74,1,67,"[3, 3, 4, 3, 0, 2, 4, 4, 5, 1]",19,10,0.22874729588662668,1,0.005,-1
75,1,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28212579465851345,1,0.005,-1
76,1,184,"[4, 5, 2, 7, 6, 2, 1, 4, 5, 4]",28,12,0.1694153968051406,1,0.005,-1
77,1,185,"[4, 2, 3, 2, 2, 5, 1, 6, 3, 3]",19,12,0.16383805752073102,1,0.005,-1
78,1,91,"[2, 1, 4, 3, 1, 0, 4, 7, 4, 4]",14,16,0.2665674102724056,1,0.005,-1
79,1,146,"[4, 5, 3, 4, 3, 1, 4, 2, 6, 3]",24,11,0.1467264556812793,1,0.005,-1
80,1,37,"[3, 3, 3, 3, 6, 2, 2, 6, 2, 2]",19,13,0.1472984210017187,1,0.005,-1
81,1,170,"[3, 8, 6, 5, 4, 4, 7, 4, 6, 5]",41,11,0.09287309496897882,1,0.005,-1
82,1,139,"[4, 7, 9, 5, 6, 6, 7, 4, 4, 2]",44,10,0.13051040668330927,1,0.005,-1
83,1,107,"[3, 9, 0, 1, 5, 5, 3, 2, 4, 9]",27,14,0.27565224969442037,1,0.005,-1
84,1,103,"[3, 3, 1, 3, 3, 4, 5, 4, 3, 3]",15,17,0.12193815221801448,1,0.005,-1
85,1,51,"[6, 6, 1, 7, 5, 4, 3, 8, 4, 4]",37,11,0.15260300418948533,1,0.005,-1
86,1,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14215530008147095,1,0.005,-1
87,1,187,"[8, 7, 9, 4, 5, 8, 9, 4, 6, 8]",53,15,0.10534194613860656,1,0.005,-1
88,1,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.10443320205251026,1,0.005,-1
89,1,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17439736058455835,1,0.005,-1
90,1,88,"[4, 5, 6, 6, 13, 7, 5, 3, 5, 7]",49,12,0.1458527491697449,1,0.005,-1
91,1,121,"[5, 7, 5, 4, 6, 7, 6, 3, 6, 8]",39,18,0.09662496660417572,1,0.005,-1
92,1,46,"[3, 4, 3, 6, 8, 5, 3, 4, 5, 3]",29,15,0.12525798636183494,1,0.005,-1
93,1,150,"[5, 4, 3, 5, 4, 5, 4, 3, 6, 4]",26,17,0.08486683062175399,1,0.005,-1
94,1,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16336925921146603,1,0.005,-1
95,1,85,"[4, 5, 2, 1, 1, 5, 7, 6, 4, 3]",24,14,0.1936771434762463,1,0.005,-1
96,1,117,"[7, 4, 5, 7, 3, 3, 5, 6, 5, 6]",35,16,0.09750690729729748,1,0.005,-1
97,1,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.10349364637974678,1,0.005,-1
98,1,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.30837153672407,1,0.005,-1
99,1,195,"[5, 4, 3, 6, 3, 5, 2, 4, 2, 7]",30,11,0.1343116813440738,1,0.005,-1
100,1,124,"[3, 1, 3, 4, 0, 3, 1, 2, 4, 4]",10,15,0.24756993304284405,1,0.005,-1
101,1,155,"[7, 4, 5, 2, 7, 7, 10, 5, 6, 5]",47,11,0.1414499632009024,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,2,168,"[4, 0, 2, 3, 4, 2, 2, 4, 2, 2]",11,14,0.2297003016500706,1,0.005,-1
3,2,175,"[6, 8, 4, 11, 3, 8, 5, 5, 12, 4]",53,13,0.15172714833687484,1,0.005,-1
4,2,38,"[10, 8, 4, 6, 3, 7, 7, 5, 6, 5]",51,10,0.11064732743267305,1,0.005,-1
5,2,92,"[4, 7, 6, 7, 4, 4, 5, 9, 2, 2]",40,10,0.14534888239665597,1,0.005,-1
6,2,78,"[7, 3, 4, 6, 3, 4, 4, 8, 5, 5]",33,16,0.11174747042369111,1,0.005,-1
7,2,66,"[1, 5, 6, 6, 6, 10, 6, 6, 5, 8]",44,15,0.152038809623187,1,0.005,-1
8,2,98,"[4, 11, 9, 7, 5, 7, 3, 4, 8, 7]",54,11,0.12486814065194873,1,0.005,-1
9,2,135,"[4, 11, 7, 5, 7, 4, 15, 6, 4, 6]",54,15,0.15182766044401216,1,0.005,-1
10,2,76,"[1, 4, 3, 1, 3, 2, 5, 2, 4, 3]",12,16,0.16693725294671732,1,0.005,-1
11,2,144,"[6, 5, 6, 6, 2, 4, 4, 3, 3, 4]",33,10,0.11110930416716236,1,0.005,-1
12,2,133,"[3, 1, 0, 4, 3, 2, 2, 1, 1, 3]",10,10,0.25817910579516207,1,0.005,-1
13,2,80,"[4, 4, 4, 7, 3, 4, 13, 7, 2, 6]",43,11,0.1761532912804421,1,0.005,-1
14,2,75,"[8, 9, 2, 4, 5, 7, 3, 9, 8, 6]",51,10,0.14439672931231573,1,0.005,-1
15,2,124,"[3, 1, 3, 4, 0, 3, 1, 2, 4, 4]",10,15,0.24756993304284405,1,0.005,-1
16,2,176,"[8, 8, 4, 6, 4, 2, 5, 5, 4, 3]",39,10,0.1279269658932397,1,0.005,-1
17,2,33,"[5, 12, 5, 8, 2, 3, 5, 10, 9, 4]",48,15,0.16269259732443858,1,0.005,-1
18,2,139,"[4, 7, 9, 5, 6, 6, 7, 4, 4, 2]",44,10,0.13051040668330927,1,0.005,-1
19,2,189,"[4, 3, 0, 3, 0, 3, 8, 2, 6, 2]",17,14,0.31770723076189816,1,0.005,-1
20,2,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.13004689551619228,1,0.005,-1
21,2,77,"[6, 7, 5, 8, 2, 4, 7, 4, 6, 4]",40,13,0.11879054922508135,1,0.005,-1
22,2,64,"[2, 1, 3, 0, 2, 1, 2, 2, 5, 5]",12,11,0.27036301877613467,1,0.005,-1
23,2,115,"[2, 2, 2, 4, 2, 3, 2, 4, 5, 3]",15,14,0.12449946334361894,1,0.005,-1
24,2,104,"[3, 7, 2, 2, 7, 3, 9, 7, 0, 7]",30,17,0.25452326408554216,1,0.005,-1
25,2,52,"[3, 7, 9, 8, 1, 5, 4, 8, 4, 5]",38,16,0.1629613707512199,1,0.005,-1
26,2,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.30837153672407,1,0.005,-1
27,2,140,"[5, 4, 5, 6, 4, 7, 2, 9, 6, 3]",37,14,0.13416487048870754,1,0.005,-1
28,2,103,"[3, 3, 1, 3, 3, 4, 5, 4, 3, 3]",15,17,0.12193815221801448,1,0.005,-1
29,2,35,"[5, 4, 5, 7, 6, 4, 4, 10, 6, 3]",38,16,0.11732408723125441,1,0.005,-1
30,2,48,"[10, 8, 3, 3, 7, 10, 6, 5, 7, 2]",47,14,0.1705027262674186,1,0.005,-1
31,2,105,"[7, 5, 11, 8, 7, 5, 9, 6, 4, 8]",55,15,0.10539216618612228,1,0.005,-1
