1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
7,11,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14906830779037333,1,0.005,-1
8,11,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.2504374764897345,1,0.005,-1
9,11,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18420247427829808,1,0.005,-1
10,11,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20808676501269022,1,0.005,-1
11,11,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.10141371231348559,1,0.005,-1
12,11,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
13,11,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
14,11,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2644114869328013,1,0.005,-1
15,11,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1076669865896312,1,0.005,-1
16,11,33,"[5, 12, 5, 8, 2, 3, 5, 10, 9, 4]",48,15,0.1540902128844907,1,0.005,-1
17,11,39,"[4, 8, 5, 2, 5, 10, 3, 8, 4, 5]",42,12,0.13544677813170283,1,0.005,-1
18,11,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.16959807647480193,1,0.005,-1
19,11,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14805635918809765,1,0.005,-1
20,11,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
21,11,30,"[1, 3, 1, 6, 5, 2, 0, 2, 2, 2]",12,12,0.26253334102761233,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,12,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.10141371231348559,1,0.005,-1
3,12,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.2504374764897345,1,0.005,-1
4,12,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.2805358009701036,1,0.005,-1
5,12,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
6,12,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.2976530440230237,1,0.005,-1
7,12,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.2655882170515005,1,0.005,-1
8,12,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2644114869328013,1,0.005,-1
9,12,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.23708407235213744,1,0.005,-1
10,12,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14906830779037333,1,0.005,-1
11,12,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
12,12,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.14745565946055653,1,0.005,-1
13,12,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16608157178862165,1,0.005,-1
14,12,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.2225442717739004,1,0.005,-1
15,12,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18420247427829808,1,0.005,-1
16,12,33,"[5, 12, 5, 8, 2, 3, 5, 10, 9, 4]",48,15,0.1540902128844907,1,0.005,-1
17,12,25,"[3, 7, 3, 5, 7, 3, 6, 6, 3, 5]",36,12,0.10361563499791722,1,0.005,-1
18,12,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.16959807647480193,1,0.005,-1
19,12,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17592720064176298,1,0.005,-1
20,12,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.29663086157420093,1,0.005,-1
21,12,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,13,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.29663086157420093,1,0.005,-1
3,13,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2644114869328013,1,0.005,-1
4,13,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
5,13,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.2225442717739004,1,0.005,-1
6,13,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14805635918809765,1,0.005,-1
7,13,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20808676501269022,1,0.005,-1
8,13,35,"[5, 4, 5, 7, 6, 4, 4, 10, 6, 3]",38,16,0.11541761153011247,1,0.005,-1
9,13,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
10,13,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26198197900683756,1,0.005,-1
11,13,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18420247427829808,1,0.005,-1
12,13,38,"[10, 8, 4, 6, 3, 7, 7, 5, 6, 5]",51,10,0.11430300751877985,1,0.005,-1
13,13,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
14,13,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
15,13,29,"[10, 9, 5, 4, 2, 3, 6, 3, 2, 8]",41,11,0.18777188771991027,1,0.005,-1
16,13,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.16959807647480193,1,0.005,-1
17,13,39,"[4, 8, 5, 2, 5, 10, 3, 8, 4, 5]",42,12,0.13544677813170283,1,0.005,-1
18,13,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.2655882170515005,1,0.005,-1
19,13,25,"[3, 7, 3, 5, 7, 3, 6, 6, 3, 5]",36,12,0.10361563499791722,1,0.005,-1
20,13,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.139911723084575,1,0.005,-1
21,13,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.18476274510875484,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,14,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20808676501269022,1,0.005,-1
3,14,33,"[5, 12, 5, 8, 2, 3, 5, 10, 9, 4]",48,15,0.1540902128844907,1,0.005,-1
4,14,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26198197900683756,1,0.005,-1
5,14,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14805635918809765,1,0.005,-1
6,14,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17592720064176298,1,0.005,-1
7,14,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.2225442717739004,1,0.005,-1
8,14,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16608157178862165,1,0.005,-1
9,14,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
10,14,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.15488607127507362,1,0.005,-1
11,14,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
12,14,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1076669865896312,1,0.005,-1
13,14,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.23708407235213744,1,0.005,-1
14,14,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.2976530440230237,1,0.005,-1
15,14,0,"[156, 213, 147, 169, 160, 166, 146, 200, 153, 169]",46,16,0.0,1,0.005,-1
16,14,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.10141371231348559,1,0.005,-1
17,14,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.2504374764897345,1,0.005,-1
18,14,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18420247427829808,1,0.005,-1
19,14,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.2314050745430718,1,0.005,-1
20,14,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.2655882170515005,1,0.005,-1
21,14,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.29663086157420093,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,15,25,"[3, 7, 3, 5, 7, 3, 6, 6, 3, 5]",36,12,0.10361563499791722,1,0.005,-1
3,15,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20808676501269022,1,0.005,-1
4,15,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.06482063032871806,1,0.005,-1
5,15,20,"[2, 3, 2, 3, 3, 1, 3, 4, 3, 3]",12,15,0.1046740212020171,1,0.005,-1
6,15,0,"[156, 213, 147, 169, 160, 166, 146, 200, 153, 169]",46,16,0.0,1,0.005,-1
7,15,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1076669865896312,1,0.005,-1
8,15,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.16959807647480193,1,0.005,-1
9,15,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.2314050745430718,1,0.005,-1
10,15,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
11,15,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26198197900683756,1,0.005,-1
12,15,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.139911723084575,1,0.005,-1
13,15,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.2976530440230237,1,0.005,-1
14,15,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13244757913203148,1,0.005,-1
15,15,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17592720064176298,1,0.005,-1
16,15,37,"[3, 3, 3, 3, 6, 2, 2, 6, 2, 2]",19,13,0.1397386865460378,1,0.005,-1
17,15,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
18,15,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.2805358009701036,1,0.005,-1
19,15,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.15488607127507362,1,0.005,-1
20,15,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
21,15,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.18476274510875484,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,16,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
3,16,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
4,16,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
5,16,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18420247427829808,1,0.005,-1
6,16,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.18476274510875484,1,0.005,-1
7,16,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.14745565946055653,1,0.005,-1
8,16,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.2976530440230237,1,0.005,-1
9,16,33,"[5, 12, 5, 8, 2, 3, 5, 10, 9, 4]",48,15,0.1540902128844907,1,0.005,-1
10,16,29,"[10, 9, 5, 4, 2, 3, 6, 3, 2, 8]",41,11,0.18777188771991027,1,0.005,-1
11,16,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.16959807647480193,1,0.005,-1
12,16,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14805635918809765,1,0.005,-1
13,16,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13244757913203148,1,0.005,-1
14,16,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.23708407235213744,1,0.005,-1
15,16,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.2655882170515005,1,0.005,-1
16,16,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2644114869328013,1,0.005,-1
17,16,20,"[2, 3, 2, 3, 3, 1, 3, 4, 3, 3]",12,15,0.1046740212020171,1,0.005,-1
18,16,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.2314050745430718,1,0.005,-1
19,16,38,"[10, 8, 4, 6, 3, 7, 7, 5, 6, 5]",51,10,0.11430300751877985,1,0.005,-1
20,16,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14906830779037333,1,0.005,-1
21,16,30,"[1, 3, 1, 6, 5, 2, 0, 2, 2, 2]",12,12,0.26253334102761233,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,17,0,"[156, 213, 147, 169, 160, 166, 146, 200, 153, 169]",46,16,0.0,1,0.005,-1
3,17,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13244757913203148,1,0.005,-1
4,17,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.29663086157420093,1,0.005,-1
5,17,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16608157178862165,1,0.005,-1
6,17,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14906830779037333,1,0.005,-1
7,17,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
8,17,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17592720064176298,1,0.005,-1
9,17,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
10,17,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.2805358009701036,1,0.005,-1
11,17,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.2314050745430718,1,0.005,-1
12,17,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.18476274510875484,1,0.005,-1
13,17,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26198197900683756,1,0.005,-1
14,17,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.16959807647480193,1,0.005,-1
15,17,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14805635918809765,1,0.005,-1
16,17,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
17,17,29,"[10, 9, 5, 4, 2, 3, 6, 3, 2, 8]",41,11,0.18777188771991027,1,0.005,-1
18,17,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2644114869328013,1,0.005,-1
19,17,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18420247427829808,1,0.005,-1
20,17,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.14745565946055653,1,0.005,-1
21,17,39,"[4, 8, 5, 2, 5, 10, 3, 8, 4, 5]",42,12,0.13544677813170283,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,18,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26198197900683756,1,0.005,-1
3,18,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20808676501269022,1,0.005,-1
4,18,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13244757913203148,1,0.005,-1
5,18,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.2655882170515005,1,0.005,-1
6,18,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.139911723084575,1,0.005,-1
7,18,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1076669865896312,1,0.005,-1
8,18,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
9,18,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.2805358009701036,1,0.005,-1
10,18,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14805635918809765,1,0.005,-1
11,18,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.2504374764897345,1,0.005,-1
12,18,20,"[2, 3, 2, 3, 3, 1, 3, 4, 3, 3]",12,15,0.1046740212020171,1,0.005,-1
13,18,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.2976530440230237,1,0.005,-1
14,18,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.29663086157420093,1,0.005,-1
15,18,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.10141371231348559,1,0.005,-1
16,18,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.18476274510875484,1,0.005,-1
17,18,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
18,18,30,"[1, 3, 1, 6, 5, 2, 0, 2, 2, 2]",12,12,0.26253334102761233,1,0.005,-1
19,18,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
20,18,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.2314050745430718,1,0.005,-1
21,18,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18420247427829808,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,19,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.15488607127507362,1,0.005,-1
3,19,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.06482063032871806,1,0.005,-1
4,19,25,"[3, 7, 3, 5, 7, 3, 6, 6, 3, 5]",36,12,0.10361563499791722,1,0.005,-1
5,19,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2644114869328013,1,0.005,-1
6,19,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.2976530440230237,1,0.005,-1
7,19,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
8,19,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.18476274510875484,1,0.005,-1
9,19,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13244757913203148,1,0.005,-1
10,19,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20808676501269022,1,0.005,-1
11,19,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
12,19,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14805635918809765,1,0.005,-1
13,19,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.23708407235213744,1,0.005,-1
14,19,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.14745565946055653,1,0.005,-1
15,19,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18420247427829808,1,0.005,-1
16,19,30,"[1, 3, 1, 6, 5, 2, 0, 2, 2, 2]",12,12,0.26253334102761233,1,0.005,-1
17,19,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.2314050745430718,1,0.005,-1
18,19,32,"[6, 5, 7, 5, 2, 6, 5, 4, 3, 6]",32,17,0.12390088769800146,1,0.005,-1
19,19,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.2225442717739004,1,0.005,-1
20,19,38,"[10, 8, 4, 6, 3, 7, 7, 5, 6, 5]",51,10,0.11430300751877985,1,0.005,-1
21,19,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.2504374764897345,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,20,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1076669865896312,1,0.005,-1
3,20,30,"[1, 3, 1, 6, 5, 2, 0, 2, 2, 2]",12,12,0.26253334102761233,1,0.005,-1
4,20,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
5,20,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.16959807647480193,1,0.005,-1
6,20,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.14745565946055653,1,0.005,-1
7,20,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17592720064176298,1,0.005,-1
8,20,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16608157178862165,1,0.005,-1
9,20,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
10,20,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.06482063032871806,1,0.005,-1
11,20,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.2504374764897345,1,0.005,-1
12,20,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.10141371231348559,1,0.005,-1
13,20,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.2225442717739004,1,0.005,-1
14,20,35,"[5, 4, 5, 7, 6, 4, 4, 10, 6, 3]",38,16,0.11541761153011247,1,0.005,-1
15,20,0,"[156, 213, 147, 169, 160, 166, 146, 200, 153, 169]",46,16,0.0,1,0.005,-1
16,20,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
17,20,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14805635918809765,1,0.005,-1
18,20,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.15488607127507362,1,0.005,-1
19,20,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2644114869328013,1,0.005,-1
20,20,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13244757913203148,1,0.005,-1
21,20,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26198197900683756,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,21,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
3,21,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18420247427829808,1,0.005,-1
4,21,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.139911723084575,1,0.005,-1
5,21,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2644114869328013,1,0.005,-1
6,21,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
7,21,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14906830779037333,1,0.005,-1
8,21,20,"[2, 3, 2, 3, 3, 1, 3, 4, 3, 3]",12,15,0.1046740212020171,1,0.005,-1
9,21,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.2504374764897345,1,0.005,-1
10,21,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20808676501269022,1,0.005,-1
11,21,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.15488607127507362,1,0.005,-1
12,21,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17592720064176298,1,0.005,-1
13,21,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.18476274510875484,1,0.005,-1
14,21,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14805635918809765,1,0.005,-1
15,21,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.2225442717739004,1,0.005,-1
16,21,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.2805358009701036,1,0.005,-1
17,21,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
18,21,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.06482063032871806,1,0.005,-1
19,21,32,"[6, 5, 7, 5, 2, 6, 5, 4, 3, 6]",32,17,0.12390088769800146,1,0.005,-1
20,21,0,"[156, 213, 147, 169, 160, 166, 146, 200, 153, 169]",46,16,0.0,1,0.005,-1
21,21,39,"[4, 8, 5, 2, 5, 10, 3, 8, 4, 5]",42,12,0.13544677813170283,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,22,37,"[3, 3, 3, 3, 6, 2, 2, 6, 2, 2]",19,13,0.1397386865460378,1,0.005,-1
3,22,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1076669865896312,1,0.005,-1
4,22,38,"[10, 8, 4, 6, 3, 7, 7, 5, 6, 5]",51,10,0.11430300751877985,1,0.005,-1
5,22,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.14745565946055653,1,0.005,-1
6,22,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
7,22,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.18476274510875484,1,0.005,-1
8,22,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.29663086157420093,1,0.005,-1
9,22,30,"[1, 3, 1, 6, 5, 2, 0, 2, 2, 2]",12,12,0.26253334102761233,1,0.005,-1
10,22,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.2976530440230237,1,0.005,-1
11,22,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.2655882170515005,1,0.005,-1
12,22,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.10141371231348559,1,0.005,-1
