1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
10,4,0,"[156, 213, 147, 169, 160, 166, 146, 200, 153, 169]",46,16,0.0,1,0.005,-1
11,4,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.139911723084575,1,0.005,-1
12,4,30,"[1, 3, 1, 6, 5, 2, 0, 2, 2, 2]",12,12,0.26253334102761233,1,0.005,-1
13,4,38,"[10, 8, 4, 6, 3, 7, 7, 5, 6, 5]",51,10,0.11430300751877985,1,0.005,-1
14,4,20,"[2, 3, 2, 3, 3, 1, 3, 4, 3, 3]",12,15,0.1046740212020171,1,0.005,-1
15,4,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.15488607127507362,1,0.005,-1
16,4,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.2504374764897345,1,0.005,-1
17,4,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16608157178862165,1,0.005,-1
18,4,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.2805358009701036,1,0.005,-1
19,4,35,"[5, 4, 5, 7, 6, 4, 4, 10, 6, 3]",38,16,0.11541761153011247,1,0.005,-1
20,4,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26198197900683756,1,0.005,-1
21,4,39,"[4, 8, 5, 2, 5, 10, 3, 8, 4, 5]",42,12,0.13544677813170283,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,5,39,"[4, 8, 5, 2, 5, 10, 3, 8, 4, 5]",42,12,0.13544677813170283,1,0.005,-1
3,5,20,"[2, 3, 2, 3, 3, 1, 3, 4, 3, 3]",12,15,0.1046740212020171,1,0.005,-1
4,5,30,"[1, 3, 1, 6, 5, 2, 0, 2, 2, 2]",12,12,0.26253334102761233,1,0.005,-1
5,5,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.18476274510875484,1,0.005,-1
6,5,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.2314050745430718,1,0.005,-1
7,5,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
8,5,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.2655882170515005,1,0.005,-1
9,5,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26198197900683756,1,0.005,-1
10,5,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17592720064176298,1,0.005,-1
11,5,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.2225442717739004,1,0.005,-1
12,5,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.29663086157420093,1,0.005,-1
13,5,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.139911723084575,1,0.005,-1
14,5,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
15,5,29,"[10, 9, 5, 4, 2, 3, 6, 3, 2, 8]",41,11,0.18777188771991027,1,0.005,-1
16,5,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20808676501269022,1,0.005,-1
17,5,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
18,5,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.16959807647480193,1,0.005,-1
19,5,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
20,5,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1076669865896312,1,0.005,-1
21,5,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14906830779037333,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,6,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13244757913203148,1,0.005,-1
3,6,39,"[4, 8, 5, 2, 5, 10, 3, 8, 4, 5]",42,12,0.13544677813170283,1,0.005,-1
4,6,30,"[1, 3, 1, 6, 5, 2, 0, 2, 2, 2]",12,12,0.26253334102761233,1,0.005,-1
5,6,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20808676501269022,1,0.005,-1
6,6,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14906830779037333,1,0.005,-1
7,6,32,"[6, 5, 7, 5, 2, 6, 5, 4, 3, 6]",32,17,0.12390088769800146,1,0.005,-1
8,6,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.10141371231348559,1,0.005,-1
9,6,37,"[3, 3, 3, 3, 6, 2, 2, 6, 2, 2]",19,13,0.1397386865460378,1,0.005,-1
10,6,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.23708407235213744,1,0.005,-1
11,6,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.15488607127507362,1,0.005,-1
12,6,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
13,6,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26198197900683756,1,0.005,-1
14,6,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17592720064176298,1,0.005,-1
15,6,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
16,6,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.139911723084575,1,0.005,-1
17,6,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
18,6,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
19,6,38,"[10, 8, 4, 6, 3, 7, 7, 5, 6, 5]",51,10,0.11430300751877985,1,0.005,-1
20,6,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2644114869328013,1,0.005,-1
21,6,29,"[10, 9, 5, 4, 2, 3, 6, 3, 2, 8]",41,11,0.18777188771991027,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,7,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.23708407235213744,1,0.005,-1
3,7,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.10141371231348559,1,0.005,-1
4,7,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
5,7,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.139911723084575,1,0.005,-1
6,7,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.2976530440230237,1,0.005,-1
7,7,35,"[5, 4, 5, 7, 6, 4, 4, 10, 6, 3]",38,16,0.11541761153011247,1,0.005,-1
8,7,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14906830779037333,1,0.005,-1
9,7,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1076669865896312,1,0.005,-1
10,7,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
11,7,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.2805358009701036,1,0.005,-1
12,7,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20808676501269022,1,0.005,-1
13,7,37,"[3, 3, 3, 3, 6, 2, 2, 6, 2, 2]",19,13,0.1397386865460378,1,0.005,-1
14,7,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.2314050745430718,1,0.005,-1
15,7,32,"[6, 5, 7, 5, 2, 6, 5, 4, 3, 6]",32,17,0.12390088769800146,1,0.005,-1
16,7,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.2655882170515005,1,0.005,-1
17,7,20,"[2, 3, 2, 3, 3, 1, 3, 4, 3, 3]",12,15,0.1046740212020171,1,0.005,-1
18,7,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
19,7,0,"[156, 213, 147, 169, 160, 166, 146, 200, 153, 169]",46,16,0.0,1,0.005,-1
20,7,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14805635918809765,1,0.005,-1
21,7,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.2504374764897345,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,8,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.16959807647480193,1,0.005,-1
3,8,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.06482063032871806,1,0.005,-1
4,8,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18420247427829808,1,0.005,-1
5,8,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.2655882170515005,1,0.005,-1
6,8,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.2976530440230237,1,0.005,-1
7,8,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.14745565946055653,1,0.005,-1
8,8,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.29663086157420093,1,0.005,-1
9,8,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
10,8,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.23708407235213744,1,0.005,-1
11,8,0,"[156, 213, 147, 169, 160, 166, 146, 200, 153, 169]",46,16,0.0,1,0.005,-1
12,8,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.139911723084575,1,0.005,-1
13,8,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16608157178862165,1,0.005,-1
14,8,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.2225442717739004,1,0.005,-1
15,8,39,"[4, 8, 5, 2, 5, 10, 3, 8, 4, 5]",42,12,0.13544677813170283,1,0.005,-1
16,8,37,"[3, 3, 3, 3, 6, 2, 2, 6, 2, 2]",19,13,0.1397386865460378,1,0.005,-1
17,8,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14906830779037333,1,0.005,-1
18,8,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.2504374764897345,1,0.005,-1
19,8,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
20,8,25,"[3, 7, 3, 5, 7, 3, 6, 6, 3, 5]",36,12,0.10361563499791722,1,0.005,-1
21,8,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.2805358009701036,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,9,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.15488607127507362,1,0.005,-1
3,9,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20808676501269022,1,0.005,-1
4,9,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.139911723084575,1,0.005,-1
5,9,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1076669865896312,1,0.005,-1
6,9,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.2655882170515005,1,0.005,-1
7,9,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.2314050745430718,1,0.005,-1
8,9,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.2976530440230237,1,0.005,-1
9,9,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13244757913203148,1,0.005,-1
10,9,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26198197900683756,1,0.005,-1
11,9,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.06482063032871806,1,0.005,-1
12,9,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2644114869328013,1,0.005,-1
13,9,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16608157178862165,1,0.005,-1
14,9,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15633192816316402,1,0.005,-1
15,9,33,"[5, 12, 5, 8, 2, 3, 5, 10, 9, 4]",48,15,0.1540902128844907,1,0.005,-1
16,9,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.2225442717739004,1,0.005,-1
17,9,25,"[3, 7, 3, 5, 7, 3, 6, 6, 3, 5]",36,12,0.10361563499791722,1,0.005,-1
18,9,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.14745565946055653,1,0.005,-1
19,9,30,"[1, 3, 1, 6, 5, 2, 0, 2, 2, 2]",12,12,0.26253334102761233,1,0.005,-1
20,9,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17592720064176298,1,0.005,-1
21,9,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,10,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.23708407235213744,1,0.005,-1
3,10,20,"[2, 3, 2, 3, 3, 1, 3, 4, 3, 3]",12,15,0.1046740212020171,1,0.005,-1
4,10,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.15488607127507362,1,0.005,-1
5,10,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1384445048684047,1,0.005,-1
6,10,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.2976530440230237,1,0.005,-1
7,10,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2218136053986521,1,0.005,-1
8,10,33,"[5, 12, 5, 8, 2, 3, 5, 10, 9, 4]",48,15,0.1540902128844907,1,0.005,-1
9,10,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.2655882170515005,1,0.005,-1
10,10,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.18476274510875484,1,0.005,-1
11,10,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.29663086157420093,1,0.005,-1
12,10,29,"[10, 9, 5, 4, 2, 3, 6, 3, 2, 8]",41,11,0.18777188771991027,1,0.005,-1
13,10,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13244757913203148,1,0.005,-1
14,10,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14805635918809765,1,0.005,-1
15,10,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.10141371231348559,1,0.005,-1
16,10,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.06482063032871806,1,0.005,-1
17,10,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2644114869328013,1,0.005,-1
18,10,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16608157178862165,1,0.005,-1
19,10,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1076669865896312,1,0.005,-1
20,10,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26198197900683756,1,0.005,-1
21,10,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.16729737653018936,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,11,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.2805358009701036,1,0.005,-1
3,11,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.18476274510875484,1,0.005,-1
4,11,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.15488607127507362,1,0.005,-1
5,11,25,"[3, 7, 3, 5, 7, 3, 6, 6, 3, 5]",36,12,0.10361563499791722,1,0.005,-1
6,11,32,"[6, 5, 7, 5, 2, 6, 5, 4, 3, 6]",32,17,0.12390088769800146,1,0.005,-1
